id,name,country,country_code,city,lat,lon,field_category,field_category_en,field_category_it,fields_offered,fields_source,domain,website,the_world_rank,the_overall_score,the_teaching,the_research,the_citations,the_international_outlook,the_industry_income
2161,University of London,United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,london.ac.uk,https://www.london.ac.uk/,,,,,,,
2162,London Metropolitan University,United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,londonmet.ac.uk,http://www.londonmet.ac.uk/,601–800,39.0,16.6,14.4,76.6,91.3,30.2
2163,London School of Business & Finance,United Kingdom,GB,London,51.50853,-0.12574,BUS,"Business, Economics & Management",Economia e Management,ART|BUS|EDU|HUM|LAW|SOC,ETER,lsbf.org.uk,http://www.lsbf.org.uk/,Reporter,,,,,,
2164,"London School of Economics and Political Science, University of London",United Kingdom,GB,London,51.50853,-0.12574,BUS,"Business, Economics & Management",Economia e Management,ARC|ART|BUS|ENG|HUM|ICT|LAW|SCI|SOC,ETER,lse.ac.uk,http://www.lse.ac.uk/,52,75.4,60.5,71.2,93.4,94.2,46.8
2165,"London School of Hygiene & Tropical Medicine, University of London",United Kingdom,GB,London,51.50853,-0.12574,MED,Medicine & Health,Medicina e Salute,MED,ETER,lshtm.ac.uk,http://www.lshtm.ac.uk/,Reporter,,,,,,
2166,University of Manchester,United Kingdom,GB,Manchester,53.48095,-2.23743,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,manchester.ac.uk,http://www.manchester.ac.uk/,56,74.9,61.2,65.9,92.4,94.5,74.0
2167,Middlesex University - London,United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,mdx.ac.uk,https://www.mdx.ac.uk/,,,,,,,
2168,Imperial College School of Medicine,United Kingdom,GB,,,,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,med.ic.ac.uk,http://www.med.ic.ac.uk/,,,,,,,
2169,The Manchester Metropolitan University,United Kingdom,GB,Manchester,53.48095,-2.23743,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,mmu.ac.uk,http://www.mmu.ac.uk/,601–800,39.0,20.8,19.5,78.3,83.0,42.7
2170,Edinburgh Napier University,United Kingdom,GB,Edinburgh,55.95206,-3.19648,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,napier.ac.uk,https://www.napier.ac.uk/,601–800,39.0,17.5,19.7,75.3,90.3,41.2
2171,Newcastle University,United Kingdom,GB,Newcastle upon Tyne,54.97328,-1.61396,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,ncl.ac.uk,https://www.ncl.ac.uk/,144,62.1,39.8,43.2,93.0,89.5,80.0
2172,"University of Wales, Newport",United Kingdom,GB,Newport,51.58774,-2.99835,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,newport.ac.uk,http://www.newport.ac.uk/,,,,,,,
2173,Newport International University,United Kingdom,GB,Newport,51.58774,-2.99835,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,niu.org.uk,http://www.niu.org.uk/,,,,,,,
2174,University of Northampton,United Kingdom,GB,Northampton,52.25,-0.88333,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,northampton.ac.uk,http://www.northampton.ac.uk/,1501+,10.3,16.1,11.0,40.4,80.3,18.7
2175,University of Nottingham,United Kingdom,GB,Nottingham,52.9536,-1.15047,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,nottingham.ac.uk,http://www.nottingham.ac.uk/,=145,62.0,45.8,43.3,87.3,91.8,72.1
2176,Nottingham Trent University,United Kingdom,GB,Nottingham,52.9536,-1.15047,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,ntu.ac.uk,http://www.ntu.ac.uk/,601–800,39.0,20.8,14.1,83.3,89.1,38.1
2177,Open University,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,open.ac.uk,http://www.open.ac.uk/,801–1000,35.5,17.8,14.3,67.0,61.5,48.0
2178,University of Oxford,United Kingdom,GB,Oxford,51.75222,-1.25596,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,oxford.ac.uk,http://www.ox.ac.uk/,1,98.2,97.2,100.0,97.7,96.4,99.9
2179,University of Paisley,United Kingdom,GB,Paisley,55.83173,-4.43254,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,paisley.ac.uk,http://www.paisley.ac.uk/,,,,,,,
2180,University of Plymouth,United Kingdom,GB,Plymouth,50.37153,-4.14305,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,plymouth.ac.uk,http://www.plymouth.ac.uk/,501–600,43.6,23.0,21.2,77.9,82.2,65.8
2181,"Queen Mary, University of London",United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,qmw.ac.uk,http://www.qmul.ac.uk/,=134,62.9,38.7,42.6,95.7,97.5,76.5
2182,The Queen's University Belfast,United Kingdom,GB,Belfast,54.59682,-5.92541,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,qub.ac.uk,http://www.qub.ac.uk/,,,,,,,
2183,"Royal Academy of Music, University of London",United Kingdom,GB,London,51.50853,-0.12574,ART,"Arts, Design & Music","Arte, Design e Musica",ART|EDU|HUM,ETER,ram.ac.uk,http://www.ram.ac.uk/,Reporter,,,,,,
2184,Royal College of Art,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|ENG|HUM,ETER,rca.ac.uk,http://www.rca.ac.uk/,Reporter,,,,,,
2185,"Royal College of Music, University of London",United Kingdom,GB,London,51.50853,-0.12574,ART,"Arts, Design & Music","Arte, Design e Musica",ART|HUM|SOC,ETER,rcm.ac.uk,http://www.rcm.ac.uk/,Reporter,,,,,,
2186,University of Reading,United Kingdom,GB,Reading,51.45625,-0.97113,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,rdg.ac.uk,http://www.rdg.ac.uk/,201–250,56.4,41.7,38.1,85.2,94.2,66.9
2187,"Royal Free Hospital School of Medicine, University of London",United Kingdom,GB,London,51.50853,-0.12574,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,rfhsm.ac.uk,http://www.rfhsm.ac.uk/,,,,,,,
2188,The Robert Gordon University,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,rgu.ac.uk,http://www.rgu.ac.uk/,801–1000,35.5,17.3,13.9,69.9,90.1,39.2
2189,Royal Holloway and Bedford New College,United Kingdom,GB,Bedford,52.13459,-0.46632,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,royalholloway.ac.uk,http://www.royalholloway.ac.uk/,,,,,,,
2190,Richmond University - The American International University in London,United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ART|BUS|HUM|LAW|SOC,ETER,richmond.ac.uk,http://www.richmond.ac.uk/,,,,,,,
2191,Roehampton University of Surrey,United Kingdom,GB,Roehampton,51.45165,-0.24393,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,roehampton.ac.uk,http://www.roehampton.ac.uk/,,,,,,,
2192,University of Salford,United Kingdom,GB,Salford,53.48771,-2.29042,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,salford.ac.uk,http://www.salford.ac.uk/,801–1000,35.5,19.0,14.8,64.9,84.8,57.0
2193,"School of Advanced Study, University of London",United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,sas.ac.uk,http://www.sas.ac.uk/,,,,,,,
2194,South Bank University,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,sbu.ac.uk,http://www.sbu.ac.uk/,,,,,,,
2195,"Schiller International University, London",United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,schillerlondon.ac.uk,http://www.schillerlondon.ac.uk/,,,,,,,
2196,Stratford College London,United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),BUS|LAW,ETER,sclondon.ac,http://www.sclondon.ac/,,,,,,,
2197,"Saint George's Hospital Medical School, University of London",United Kingdom,GB,London,51.50853,-0.12574,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,sghms.ac.uk,http://www.sghms.ac.uk/,,,,,,,
2198,The University of Sheffield,United Kingdom,GB,Sheffield,53.38297,-1.4659,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,shef.ac.uk,https://www.sheffield.ac.uk/,=108,65.4,49.7,49.1,88.3,90.4,79.4
2199,Sheffield Hallam University,United Kingdom,GB,Sheffield,53.38297,-1.4659,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,shu.ac.uk,http://www.shu.ac.uk/,801–1000,35.5,18.0,14.1,65.5,73.2,34.9
2200,Swansea Metropolitan University,United Kingdom,GB,Swansea,51.62079,-3.94323,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SOC,ETER,smu.ac.uk,http://www.smu.ac.uk/,,,,,,,
2201,"School of Oriental and African Studies, University of London",United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,soas.ac.uk,http://www.soas.ac.uk/,,,,,,,
2202,Southampton Solent University,United Kingdom,GB,Southampton,50.90395,-1.40428,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,solent.ac.uk,http://www.solent.ac.uk/,,,,,,,
2203,Sotheby´s Institute of Art - London,United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,sothebysinstitutelondon.com,http://www.sothebysinstitutelondon.com/,,,,,,,
2204,University of Southampton,United Kingdom,GB,Southampton,50.90395,-1.40428,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,soton.ac.uk,http://www.southampton.ac.uk/,129,63.4,44.6,45.4,89.6,96.1,73.1
2205,"School of Slavonic and East European Studies, University of London",United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,ssees.ac.uk,http://www.ssees.ac.uk/,,,,,,,
2206,Staffordshire University,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,staffs.ac.uk,http://www.staffs.ac.uk/,1201–1500,27.3,16.3,12.3,48.0,73.4,23.8
2207,University of St. Andrews,United Kingdom,GB,Saint Andrews,56.33871,-2.79902,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ART|BUS|EDU|HUM|ICT|LAW|MED|SCI|SOC,ETER,st-andrews.ac.uk,https://www.st-andrews.ac.uk/,=162,60.9,50.6,43.3,78.2,94.4,71.9
2208,University of Stirling,United Kingdom,GB,Stirling,56.11903,-3.93682,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,stir.ac.uk,http://www.stir.ac.uk/,501–600,43.6,24.4,26.3,74.6,91.1,45.6
2209,"St.Patrick's International College, London",United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|ENG|HUM|ICT|LAW|SOC,ETER,st-patricks.ac.uk,http://www.st-patricks.ac.uk/,,,,,,,
2210,University of Strathclyde,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,strath.ac.uk,http://www.strath.ac.uk/,351–400,49.9,37.0,35.2,66.4,90.5,79.7
2211,University of Sunderland,United Kingdom,GB,Sunderland,54.90465,-1.38222,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,sunderland.ac.uk,http://www.sunderland.ac.uk/,1501+,10.3,19.3,9.6,34.6,72.0,33.7
2212,University of Surrey,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,surrey.ac.uk,http://www.surrey.ac.uk/,201–250,56.4,36.3,34.4,89.5,96.0,71.6
2213,University of Sussex,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,sussex.ac.uk,http://www.sussex.ac.uk/,201–250,56.4,34.3,36.0,88.9,94.8,64.8
2214,"University of Wales, Swansea",United Kingdom,GB,Swansea,51.62079,-3.94323,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,swan.ac.uk,http://www.swan.ac.uk/,,,,,,,
2215,Trinity College of Music,United Kingdom,GB,,,,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,tcm.ac.uk,http://www.tcm.ac.uk/,,,,,,,
2216,University of Teesside,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,tees.ac.uk,http://www.tees.ac.uk/,601–800,39.0,20.6,14.3,72.9,87.9,29.8
2217,Trinity College Carmarthen,United Kingdom,GB,Carmarthen,51.85552,-4.30535,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,trinity-cm.ac.uk,http://www.trinity-cm.ac.uk/,,,,,,,
2218,Thames Valley University,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,tvu.ac.uk,http://www.tvu.ac.uk/,,,,,,,
2219,"University College London, University of London",United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,ucl.ac.uk,http://www.ucl.ac.uk/,,,,,,,
2220,University of Central Lancashire,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,uclan.ac.uk,http://www.uclan.ac.uk/,,,,,,,
2221,University Campus Suffolk,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,ucs.ac.uk,http://www.ucs.ac.uk/,,,,,,,
2222,University of East Anglia,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,uea.ac.uk,http://www.uea.ac.uk/,251–300,54.3,34.7,30.2,89.1,87.3,62.0
2223,University of East London,United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,uel.ac.uk,http://www.uel.ac.uk/,1001–1200,32.1,23.6,15.3,49.5,87.5,32.2
2224,University of Kent at Canterbury,United Kingdom,GB,Canterbury,51.27904,1.07992,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,ukc.ac.uk,http://www.ukc.ac.uk/,,,,,,,
2225,"School of Pharmacy, University of London",United Kingdom,GB,London,51.50853,-0.12574,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,ulsop.ac.uk,http://www.ulsop.ac.uk/,,,,,,,
2226,"United Medical and Dental Schools, University of London",United Kingdom,GB,London,51.50853,-0.12574,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,umds.ac.uk,http://www.umds.ac.uk/,,,,,,,
2227,University of North London,United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,unl.ac.uk,http://www.unl.ac.uk/,,,,,,,
2228,Northumbria University,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,northumbria.ac.uk,https://www.northumbria.ac.uk/,401–500,46.2,23.6,25.5,80.5,91.4,47.8
2229,University of Wales College of Medicine,United Kingdom,GB,,,,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,uwcm.ac.uk,http://www.uwcm.ac.uk/,,,,,,,
2230,"University of the West of England, Bristol",United Kingdom,GB,Bristol,51.45523,-2.59665,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,uwe.ac.uk,http://www.uwe.ac.uk/,601–800,39.0,18.8,14.6,73.3,81.2,59.2
2231,"University of Wales Institute, Cardiff",United Kingdom,GB,Cardiff,51.48,-3.18,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,uwic.ac.uk,http://www.uwic.ac.uk/,,,,,,,
2232,University of Wales,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,wales.ac.uk,http://www.wales.ac.uk/,,,,,,,
2233,Warnborough University,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,warnborough.edu,http://www.warnborough.edu/,,,,,,,
2234,University of Warwick,United Kingdom,GB,Warwick,52.28333,-1.58333,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,warwick.ac.uk,http://www.warwick.ac.uk/,=122,64.1,48.1,49.3,85.6,95.6,69.4
2235,University of Westminster,United Kingdom,GB,City of Westminster,51.4975,-0.1357,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,westminster.ac.uk,http://www.westminster.ac.uk/,801–1000,35.5,19.0,16.5,63.1,85.4,48.7
2236,William Gilbert College,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,williamgilbert.co.uk,http://www.williamgilbert.co.uk/,,,,,,,
2237,Wimbledon School of Art,United Kingdom,GB,Wimbledon,51.42212,-0.20805,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,wimbledon.ac.uk,http://www.wimbledon.ac.uk/,,,,,,,
2238,University of Wolverhampton,United Kingdom,GB,Wolverhampton,52.58547,-2.12296,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,wlv.ac.uk,http://www.wlv.ac.uk/,801–1000,35.5,20.3,15.6,59.3,78.8,47.3
2239,University of Worcester,United Kingdom,GB,Worcester,52.18935,-2.22001,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ART|BUS|EDU|HUM|ICT|LAW|MED|SCI|SOC,ETER,worc.ac.uk,http://www.worc.ac.uk/,1501+,10.3,17.1,12.0,37.9,59.2,23.6
2240,University of York,United Kingdom,GB,York,53.95763,-1.08271,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,york.ac.uk,http://www.york.ac.uk/,=154,61.5,44.1,43.9,87.5,90.6,67.6
2241,Middlesbrough College,United Kingdom,GB,Middlesbrough,54.57623,-1.23483,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,middlesbro.ac.uk,https://www.mbro.ac.uk/,,,,,,,
2242,St Mary's University,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ART|BUS|EDU|HUM|LAW|MED|SCI|SOC,ETER,stmarys.ac.uk,https://www.stmarys.ac.uk/,,,,,,,
2243,Leeds Trinity University,United Kingdom,GB,Leeds,53.79648,-1.54785,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ART|BUS|EDU|HUM|LAW|MED|SOC,ETER,leedstrinity.ac.uk,https://www.leedstrinity.ac.uk/,Reporter,,,,,,
2244,East Coast College,United Kingdom,GB,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,eastcoast.ac.uk,https://www.eastcoast.ac.uk/,,,,,,,
2245,Swansea University,United Kingdom,GB,Swansea,51.62079,-3.94323,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,swansea.ac.uk,https://www.swansea.ac.uk/,301–350,51.6,30.8,30.6,87.4,88.6,58.3
2246,York St. John University,United Kingdom,GB,York,53.95763,-1.08271,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ART|BUS|EDU|HUM|ICT|LAW|MED|SCI|SOC,ETER,yorksj.ac.uk,https://www.yorksj.ac.uk/,1001–1200,32.1,17.3,15.4,60.1,66.1,16.0
2247,Cardiff and Vale College,United Kingdom,GB,Cardiff,51.48,-3.18,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,cavc.ac.uk,https://cavc.ac.uk/,,,,,,,
2248,Universidad Internacional Isabel I,Spain,ES,,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,ui1.es,https://www.ui1.es/,,,,,,,
2249,ENAE Business School,Spain,ES,,,,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,enae.es,https://www.enae.es/,,,,,,,
2250,Universidad Internacional de Valencia,Spain,ES,Valencia,39.47391,-0.37966,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,viu.es,https://viu.es/,,,,,,,
2251,Duale Hochschule Baden-Württemberg,Germany,DE,Baden-Baden,48.7606,8.23975,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,dhbw.de,http://www.dhbw.de/,,,,,,,
2252,Duale Hochschule Baden-Württemberg Heidenheim,Germany,DE,Baden-Baden,48.7606,8.23975,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,heidenheim.dhbw.de,http://www.heidenheim.dhbw.de/,,,,,,,
2253,Duale Hochschule Baden-Württemberg Center for Advanced Studies (CAS),Germany,DE,Baden-Baden,48.7606,8.23975,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,cas.dhbw.de,http://www.cas.dhbw.de/,,,,,,,
2254,Duale Hochschule Baden-Württemberg Lörrach,Germany,DE,Baden-Baden,48.7606,8.23975,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,dhbw-loerrach.de,http://www.dhbw-loerrach.de/,,,,,,,
